url,Source,Authors(Temp),filename,Date,Title,institutional author,translators,tags,page_type,_date_parsed,_authors,_word_count,_total_matches,_matched_terms,_term_TERM_002,_term_TERM_002_per1k,_term_TERM_005,_term_TERM_005_per1k,_term_TERM_011,_term_TERM_011_per1k,_term_TERM_014,_term_TERM_014_per1k,_term_TERM_010,_term_TERM_010_per1k,_term_TERM_007,_term_TERM_007_per1k,_term_TERM_004,_term_TERM_004_per1k,_term_TERM_013,_term_TERM_013_per1k,_term_TERM_017,_term_TERM_017_per1k,_term_TERM_001,_term_TERM_001_per1k,_term_TERM_018,_term_TERM_018_per1k,_term_TERM_012,_term_TERM_012_per1k,_term_TERM_019,_term_TERM_019_per1k,_term_TERM_015,_term_TERM_015_per1k,_term_TERM_003,_term_TERM_003_per1k,_term_TERM_016,_term_TERM_016_per1k,_term_TERM_009,_term_TERM_009_per1k,_term_TERM_006,_term_TERM_006_per1k,_term_TERM_008,_term_TERM_008_per1k
https://www.mekomit.co.il/14-שנים-אני-מנהל-ביח-בעזה-ואלה-הימים-הקשי/,LocalCall,"ד""ר ג'מיל סלימאן",www_mekomit_co_il_14-d7a9d7a0d799d79d-d790d7a0d799-d79ed7a0d794d79c-d791d799d797-d791d7a2d796d794-d7.html,2021-5-18,"14 שנים אני מנהל בי""ח בעזה, ואלה הימים הקשים בחיי - שיחה מקומית",,,,,2021-05-18,ד_ר_ג_מיל_סלימאן,1479,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/הגורם-לרצח-אבו-חדיר-אינו-מחלת-נפש-אלא-ה/,LocalCall,מיכאל סולסברי-כורך,www_mekomit_co_il_d794d792d795d7a8d79d-d79cd7a8d7a6d797-d790d791d795-d797d793d799d7a8-d790d799d7a0d7.html,2015-11-30,"הגורם לרצח אבו חדיר אינו מחלת נפש, אלא הסתה פרועה  - שיחה מקומית",,,,,2015-11-30,michael_salisbury_corech,1101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/stream/עזה-תמונה-ביום-16-8-2014/,LocalCall,NOT AVAILABLE,www_mekomit_co_il_stream_d7a2d796d794-d7aad79ed795d7a0d794-d791d799d795d79d-16-8-2014_.html,2015-8-16,"שנה לצוק איתן, תמונה ביום: ""משנים כיוון לשלום"" - שיחה מקומית",,,,,2015-08-16,not_available,405,5,Peace (5),,,,,5.0,12.3457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/חרף-הפסקת-האש-בעוטף-מתקשים-לחזור-לשגרה/,LocalCall,רועי כהן,www_mekomit_co_il_d797d7a8d7a3-d794d7a4d7a1d7a7d7aa-d794d790d7a9-d791d7a2d795d798d7a3-d79ed7aad7a7d7.html,2025-1-30,"חרף הפסקת האש, בעוטף מתקשים לחזור לשגרה: חזרנו לאותו מקום - שיחה מקומית",,,,,2025-01-30,roy_cohen,1785,2,Massacre (2),,,,,,,2.0,1.1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/מה-מפריע-לך-שערבי-מוכר-בייגל/,LocalCall,אורלי נוי,www_mekomit_co_il_d79ed794-d79ed7a4d7a8d799d7a2-d79cd79a-d7a9d7a2d7a8d791d799-d79ed795d79bd7a8-d791d.html,2018-7-23,"מה מפריע לך שערבי מוכר בייגל?"" - שיחה מקומית",,,,,2018-07-23,orly_noy,2026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/הצומוד-שלנו-במסאפר-יטא-הוא-בזכות-אנשים/,LocalCall,סמאח סלאימה,www_mekomit_co_il_d794d7a6d795d79ed795d793-d7a9d79cd7a0d795-d791d79ed7a1d790d7a4d7a8-d799d798d790-d7.html,2025-3-5,"הצומוד שלנו במסאפר יטא הוא בזכות אנשים כמו יובל"" - שיחה מקומית",,,,,2025-03-05,samah_salaime,3660,22,"Zionism (8), BDS / Boycott (10), Occupation (2), Peace (2)",,,8.0,2.1858,2.0,0.5464,,,2.0,0.5464,10.0,2.7322,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/להרוס-את-השליח-כך-החריבה-ישראל-את-מתקני/,LocalCall,לאה פרושון,www_mekomit_co_il_d79cd794d7a8d795d7a1-d790d7aa-d794d7a9d79cd799d797-d79bd79a-d794d797d7a8d799d791d7.html,2024-6-26,להרוס את השליח: כך החריבה ישראל את מתקני העיתונות בעזה - שיחה מקומית,,,,,2024-06-26,לאה_פרושון,5421,2,BDS / Boycott (2),,,,,,,,,,,2.0,0.3689,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/הצליח-כאינטלקטואל-נכשל-כמנהיג-המורשת/,LocalCall,מייסון שחאדה,www_mekomit_co_il_d794d7a6d79cd799d797-d79bd790d799d7a0d798d79cd7a7d798d795d790d79c-d7a0d79bd7a9d79c.html,2025-8-4,"הצליח כאינטלקטואל, נכשל כמנהיג. המורשת של איימן עודה - שיחה מקומית",,,,,2025-08-04,מייסון_שחאדה,1505,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/חוק-ההדחה-ומחמוד-דרוויש/,LocalCall,נועם שיזף,www_mekomit_co_il_d797d795d7a7-d794d794d793d797d794-d795d79ed797d79ed795d793-d793d7a8d795d795d799d7a.html,2016-7-20,במדינת היהודים כבר אין מקום לחנין זועבי ולמחמוד דרוויש - שיחה מקומית,,,,,2016-07-20,noam_sheizaf,1940,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/תביעת-דראפ-נגד-ישראל-מסמלת-עידן-חדש-עב/,LocalCall,אלבה נבולסי,www_mekomit_co_il_d7aad791d799d7a2d7aa-d793d7a8d790d7a4-d7a0d792d793-d799d7a9d7a8d790d79c-d79ed7a1d7.html,2024-1-24,"תביעת דרא""פ נגד ישראל מסמלת עידן חדש עבור הדרום הגלובלי"" - שיחה מקומית",,,,,2024-01-24,alba_nabulsi,2471,26,"Colonialism (6), Apartheid (4), BDS / Boycott (2), Genocide (12), War Crimes (2)",6.0,2.4282,,,,,,,,,2.0,0.8094,,,12.0,4.8563,,,,,,,,,,,2.0,0.8094,4.0,1.6188,,,,,,,,
https://www.mekomit.co.il/stream/ביום-האחרון-ללימודים-כתובות-נאצה-גזענ/,LocalCall,יהלי מרום,www_mekomit_co_il_stream_d791d799d795d79d-d794d790d797d7a8d795d79f-d79cd79cd799d79ed795d793d799d79d-.html,2015-6-30,ביום האחרון ללימודים: כתובות נאצה גזעניות בבית הספר הדו לשוני בירושלים - שיחה מקומית,,,,,2015-06-30,יהלי_מרום,840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/קורבין-אנטישמיות/,LocalCall,יונית מוזס,www_mekomit_co_il_d7a7d795d7a8d791d799d79f-d790d7a0d798d799d7a9d79ed799d795d7aa_.html,2019-12-8,קורבין לא אנטישמי. הוא על הכוונת כי הוא רוצה להציל את העולם - שיחה מקומית,,,,,2019-12-08,יונית_מוזס,3065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/סבך-הלחצים-האינטרסים-והשאפתנות-בדרך-ל/,LocalCall,ע'אזי אבו ג'יאב,www_mekomit_co_il_d7a1d791d79a-d794d79cd797d7a6d799d79d-d794d790d799d7a0d798d7a8d7a1d799d79d-d795d79.html,2023-9-5,"סבך הלחצים, האינטרסים והשאפתנות בדרך לנורמליזציה עם סעודיה - שיחה מקומית",,,,,2023-09-05,ע_אזי_אבו_ג_יאב,3775,16,"Zionism (4), Occupation (4), Peace (8)",,,4.0,1.0596,8.0,2.1192,,,4.0,1.0596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/מנהיג-אופוזיציה-קורא-לסורים-לשוב-ולהת/,LocalCall,דורין ליזר,www_mekomit_co_il_d79ed7a0d794d799d792-d790d795d7a4d795d796d799d7a6d799d794-d7a7d795d7a8d790-d79cd7a.html,2022-10-6,"מנהיג אופוזיציה קורא לסורים לשוב ולהתקומם, לפני שיהיה מאוחר מדי - שיחה מקומית",,,,,2022-10-06,דורין_ליזר,3253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/תנועת-ה-bds-מזיקה-למאבק-בכיבוש/,LocalCall,דני אורבך,www_mekomit_co_il_d7aad7a0d795d7a2d7aa-d794-bds-d79ed796d799d7a7d794-d79cd79ed790d791d7a7-d791d79bd7.html,2016-4-15,תנועת ה-BDS מזיקה למאבק בכיבוש - שיחה מקומית,,,,,2016-04-15,danny_orbach,2698,64,"Apartheid (4), Zionism (2), BDS / Boycott (41), Occupation (15), Peace (2)",,,2.0,0.7413,2.0,0.7413,,,15.0,5.5597,41.0,15.1964,,,,,,,,,,,,,,,,,4.0,1.4826,,,,,,,,
https://www.mekomit.co.il/כדאי-לשליט-האמירויות-ללמוד-מהעבר-רומן/,LocalCall,דיוויד הרסט,www_mekomit_co_il_d79bd793d790d799-d79cd7a9d79cd799d798-d794d790d79ed799d7a8d795d799d795d7aa-d79cd79.html,2020-7-13,כדאי לשליט האמירויות ללמוד מהעבר: רומן עם ישראל נידון לכישלון - שיחה מקומית,,,,,2020-07-13,דיוויד_הרסט,3649,8,"Occupation (2), Peace (6)",,,,,6.0,1.6443,,,2.0,0.5481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/stream/פרס-בחירת-הקהל-בפסטיבל-ברלין-לסרט-הפלס/,LocalCall,רמי יונס,www_mekomit_co_il_stream_d7a4d7a8d7a1-d791d797d799d7a8d7aa-d794d7a7d794d79c-d791d7a4d7a1d798d799d791.html,2016-2-20,"הסרט הפלסטיני-ישראלי ""ג׳נקשן 48"" זכה בפרס בחירת הקהל בפסטיבל ברלין - שיחה מקומית",,,,,2016-02-20,rami_younis,463,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/ליברמן-משחק-אותה-קשוח-ובדרך-מחזק-את-האר/,LocalCall,דימי ריידר,www_mekomit_co_il_d79cd799d791d7a8d79ed79f-d79ed7a9d797d7a7-d790d795d7aad794-d7a7d7a9d795d797-d795d7.html,2016-8-24,"ליברמן משחק אותה קשוח, ומחזק דווקא את הארגונים הקיצונים בעזה - שיחה מקומית",,,,,2016-08-24,dimi_reider,1415,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/המהגרים-שנשכחו-בחסות-הקורונה-מאחורי-ה/,LocalCall,טלי ברומברג,www_mekomit_co_il_d794d79ed794d792d7a8d799d79d-d7a9d7a0d7a9d79bd797d795-d791d797d7a1d795d7aa-d794d7a.html,2020-6-29,המהגרים שנשכחו בחסות הקורונה מאחורי הסורגים - שיחה מקומית,,,,,2020-06-29,טלי_ברומברג,1309,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/במקום-לפחד-מהתיקו-הדמוגרפי-אפשר-לראות/,LocalCall,מרזוק אלחלבי,www_mekomit_co_il_d791d79ed7a7d795d79d-d79cd7a4d797d793-d79ed794d7aad799d7a7d795-d794d793d79ed795d79.html,2018-3-29,"במקום לפחד מהתיקו הדמוגרפי, אפשר לראות בו פתח לתקווה - שיחה מקומית",,,,,2018-03-29,marzuq_al_halabi,2060,22,"Apartheid (14), Occupation (2), Peace (6)",,,,,6.0,2.9126,,,2.0,0.9709,,,,,,,,,,,,,,,,,,,14.0,6.7961,,,,,,,,
https://www.mekomit.co.il/בתור-מזרחי-אין-לי-למי-להצביע-בבחירות/,LocalCall,רועי ג'רופי,www_mekomit_co_il_d791d7aad795d7a8-d79ed796d7a8d797d799-d790d799d79f-d79cd799-d79cd79ed799-d79cd794d.html,2015-1-5,כמזרחי אין לי למי להצביע בבחירות - שיחה מקומית,,,,,2015-01-05,רועי_ג_רופי,1031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/הקיץ-של-תורכיה-הפך-לחורף-אפל-מאוד/,LocalCall,לואי פישמן|איסטנבול,www_mekomit_co_il_d794d7a7d799d7a5-d7a9d79c-d7aad795d7a8d79bd799d794-d794d7a4d79a-d79cd797d795d7a8d7.html,2016-7-19,הקיץ של תורכיה הפך לחורף אפל מאוד - שיחה מקומית,,,,,2016-07-19,לואי_פישמן | איסטנבול,2214,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/שתי-מדינות-מולדת-אחת/,LocalCall,חגי מטר,www_mekomit_co_il_d7a9d7aad799-d79ed793d799d7a0d795d7aa-d79ed795d79cd793d7aa-d790d797d7aa_.html,2015-6-4,פעילים פלסטינים וגורמי ימין לוחצים למנוע כנס השקה של יוזמת שלום חדשה - שיחה מקומית,,,,,2015-06-04,haggai_matar,2495,14,"BDS / Boycott (6), Occupation (8)",,,,,,,,,8.0,3.2064,6.0,2.4048,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/כשבחדשות-12-זרמו-עם-הצעה-לבצע-פשעי-מלחמה/,LocalCall,אורלי נוי,www_mekomit_co_il_d79bd7a9d791d797d793d7a9d795d7aa-12-d796d7a8d79ed795-d7a2d79d-d794d7a6d7a2d794-d79.html,2021-5-19,כשבחדשות 12 זרמו עם הצעה לבצע פשעי מלחמה - שיחה מקומית,,,,,2021-05-19,orly_noy,2333,4,"Zionism (2), Crimes against humanity (2)",,,2.0,0.8573,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.8573,,,,,,
https://www.mekomit.co.il/גם-בלי-ללחוץ-יד-לכהניסטים-הרצוג-הכשיר-א/,LocalCall,אורן זיו|בן רייף,www_mekomit_co_il_d792d79d-d791d79cd799-d79cd79cd797d795d7a5-d799d793-d79cd79bd794d7a0d799d7a1d798d7.html,2021-11-29,"גם בלי ללחוץ יד לכהניסטים, הרצוג הכשיר את דרכם - שיחה מקומית",,,,,2021-11-29,oren_ziv | ben_reiff,1892,8,"Zionism (2), Massacre (6)",,,2.0,1.0571,,,6.0,3.1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/בסבסטיה-החפירות-אינן-כלי-לגילוי-העבר/,LocalCall,בכר זועבי,www_mekomit_co_il_d791d7a1d791d7a1d798d799d794-d794d797d7a4d799d7a8d795d7aa-d790d799d7a0d79f-d79bd79.html,2025-12-10,"בסבסטיה, החפירות אינן כלי לגילוי העבר אלא לעיצוב המרחב"" - שיחה מקומית",,,,,2025-12-10,baker_zoubi,3170,2,Occupation (2),,,,,,,,,2.0,0.6309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/למשבר-הבריאות-בחברה-החרדית-יש-הסבר-פול/,LocalCall,דרור אטקס,www_mekomit_co_il_d79cd79ed7a9d791d7a8-d794d791d7a8d799d790d795d7aa-d791d797d791d7a8d794-d794d797d7a.html,2020-4-16,הימין אחראי ישירות למשבר הבריאות בחברה החרדית - שיחה מקומית,,,,,2020-04-16,dror_etkes,1312,2,Peace (2),,,,,2.0,1.5244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/שתי-מדינות-מולדת-אחת-מילון-חדש/,LocalCall,יעל ברדה,www_mekomit_co_il_d7a9d7aad799-d79ed793d799d7a0d795d7aa-d79ed795d79cd793d7aa-d790d797d7aa-d79ed799d7.html,2016-6-18,כדי לפתור את הסכסוך צריך להגדיר מחדש את הכלים שלנו - שיחה מקומית,,,,,2016-06-18,יעל_ברדה,1715,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/כל-עוד-השגרירות-בירושלים-נתניהו-מוכן-ל/,LocalCall,איתי מק,www_mekomit_co_il_d79bd79c-d7a2d795d793-d794d7a9d792d7a8d799d7a8d795d7aa-d791d799d7a8d795d7a9d79cd79.html,2018-5-27,"כל עוד השגרירות בירושלים, נתניהו מוכן להתעלם מעברה הנאצי של פרגוואי - שיחה מקומית",,,,,2018-05-27,adv_itai_mack,2270,8,"Occupation (2), Peace (6)",,,,,6.0,2.6432,,,2.0,0.8811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/רודף-שלום-תלך-לכלא/,LocalCall,דני בלר,www_mekomit_co_il_d7a8d795d793d7a3-d7a9d79cd795d79d-d7aad79cd79a-d79cd79bd79cd790_.html,2014-4-24,"הצעיר החרדי שמסרב להתגייס לצבא בגלל הכיבוש, יכנס לכלא - שיחה מקומית",,,,,2014-04-24,daniel_beller,1186,5,Occupation (5),,,,,,,,,5.0,4.2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/אנחנו-רוצים-לחיות-הזעם-על-ישראל-וחמאס/,LocalCall,רווידה עאמר,www_mekomit_co_il_d790d7a0d797d7a0d795-d7a8d795d7a6d799d79d-d79cd797d799d795d7aa-d794d796d7a2d79d-d7.html,2025-3-30,"אנחנו רוצים לחיות"": הזעם על ישראל וחמאס מתנקז למחאה בעזה - שיחה מקומית",,,,,2025-03-30,ruwaida_amer,2215,20,"Zionism (2), Occupation (12), Peace (2), Genocide (4)",,,2.0,0.9029,2.0,0.9029,,,12.0,5.4176,,,,,4.0,1.8059,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/הגבלת-כוחה-של-המדינה-זו-המשימה-של-השמא/,LocalCall,עמיר סגל,www_mekomit_co_il_d794d792d791d79cd7aa-d79bd795d797d794-d7a9d79c-d794d79ed793d799d7a0d794-d796d795-d.html,2020-10-6,הגבלת כוחה של המדינה - זו המשימה של השמאל היום - שיחה מקומית,,,,,2020-10-06,amir_segal,3279,10,"Zionism (2), Occupation (8)",,,2.0,0.6099,,,,,8.0,2.4398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/למה-לא-מדברים-על-אברה-מנגיסטו/,LocalCall,ענת יורובסקי,www_mekomit_co_il_d79cd79ed794-d79cd790-d79ed793d791d7a8d799d79d-d7a2d79c-d790d791d7a8d794-d79ed7a0d.html,2015-8-28,למה אנחנו בכלל לא מדברים על אברה מנגיסטו? - שיחה מקומית,,,,,2015-08-28,anat_yorovski,2065,2,Peace (2),,,,,2.0,0.9685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/המדריך-איך-לקרוא-סקרי-בחירות/,LocalCall,דליה שיינדלין,www_mekomit_co_il_d794d79ed793d7a8d799d79a-d790d799d79a-d79cd7a7d7a8d795d790-d7a1d7a7d7a8d799-d791d7.html,2019-3-10,המדריך המלא: איך לקרוא סקרי בחירות ולהישאר בחיים - שיחה מקומית,,,,,2019-03-10,dahlia_scheindlin,3295,2,Zionism (2),,,2.0,0.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/אסירות-ואסירים-פוליטיים-באיראן-מהכלא/,LocalCall,אורלי נוי,www_mekomit_co_il_d790d7a1d799d7a8d795d7aa-d795d790d7a1d799d7a8d799d79d-d7a4d795d79cd799d798d799d799.html,2022-12-13,אסירות ואסירים פוליטיים באיראן מהכלא: די להוצאות להורג - שיחה מקומית,,,,,2022-12-13,orly_noy,1971,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/stream/שביתת-ענק-הפגנות-חסימות-כבישים-והתבצר/,LocalCall,NOT AVAILABLE,www_mekomit_co_il_stream_d7a9d791d799d7aad7aa-d7a2d7a0d7a7-d794d7a4d792d7a0d795d7aa-d797d7a1d799d79e.html,2017-12-17,"שביתת ענק, הפגנות, חסימות כבישים והתבצרות עובדים במחאה על הפיטורים הצפויים ב'טבע' - שיחה מקומית",,,,,2017-12-17,not_available,655,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/הפשיטה-על-חנות-הספרים-הפלסטינית-זה-מה/,LocalCall,אורן זיו,www_mekomit_co_il_d794d7a4d7a9d799d798d794-d7a2d79c-d797d7a0d795d7aa-d794d7a1d7a4d7a8d799d79d-d794d7.html,2025-2-10,"הפשיטה על חנות הספרים הפלסטינית: ""זה מהלך פוליטי"" - שיחה מקומית",,,,,2025-02-10,oren_ziv,2551,10,"Peace (8), Fascism (2)",,,,,8.0,3.136,,,,,,,,,,,2.0,0.784,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/stream/הפגנות-בתל-אביב-וביפו-נגד-הסלמה-גזענות/,LocalCall,NOT AVAILABLE,www_mekomit_co_il_stream_d794d7a4d792d7a0d795d7aa-d791d7aad79c-d790d791d799d791-d795d791d799d7a4d795.html,2014-7-3,הפגנות בתל אביב וביפו נגד הסלמה וגזענות - שיחה מקומית,,,,,2014-07-03,not_available,554,4,"Occupation (2), Peace (2)",,,,,2.0,3.6101,,,2.0,3.6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/stream/אוסלו-מוסלמים-ירכיבו-שרשרת-הגנה-אנושי/,LocalCall,חגי מטר,www_mekomit_co_il_stream_d790d795d7a1d79cd795-d79ed795d7a1d79cd79ed799d79d-d799d7a8d79bd799d791d795-.html,2015-2-18,אוסלו: מוסלמים ירכיבו שרשרת הגנה אנושית סביב בית כנסת למען השלום - שיחה מקומית,,,,,2015-02-18,haggai_matar,256,5,Peace (5),,,,,5.0,19.5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/אמנסטי-2/,LocalCall,מיכאל ספיר,www_mekomit_co_il_d790d79ed7a0d7a1d798d799-2_.html,2022-2-7,"למה באמנסטי גרמניה העלימו את דו""ח האפרטהייד? - שיחה מקומית",,,,,2022-02-07,מיכאל_ספיר,1452,9,Apartheid (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.1983,,,,,,,,
https://www.mekomit.co.il/ברזיל-לולה-בולסונארו/,LocalCall,לילך בן דוד,www_mekomit_co_il_d791d7a8d796d799d79c-d79cd795d79cd794-d791d795d79cd7a1d795d7a0d790d7a8d795_.html,2019-11-11,"ברזיל: הימין הקיצוני משתולל, אך השמאל מקבל תקווה חדשה - שיחה מקומית",,,,,2019-11-11,lilach_ben_david,1732,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/חוקרי-יהדות-נגד-הסיפוח-יכריח-את-היהוד/,LocalCall,אורן זיו,www_mekomit_co_il_d797d795d7a7d7a8d799-d799d794d793d795d7aa-d7a0d792d793-d794d7a1d799d7a4d795d797-d7.html,2020-6-16,"חוקרי יהדות נגד הסיפוח: ""יכריח את היהודים להתנתק מישראל"" - שיחה מקומית",,,,,2020-06-16,oren_ziv,1572,6,"Apartheid (4), Occupation (2)",,,,,,,,,2.0,1.2723,,,,,,,,,,,,,,,,,,,4.0,2.5445,,,,,,,,
https://www.mekomit.co.il/המהפכה-בבלארוס-גם-אם-הדיקטטור-ייפול-המ/,LocalCall,שלום בוגוסלבסקי,www_mekomit_co_il_d794d79ed794d7a4d79bd794-d791d791d79cd790d7a8d795d7a1-d792d79d-d790d79d-d794d793d7.html,2020-8-16,"המהפכה בבלארוס: גם אם הדיקטטור ייפול, המשחק רק מתחיל - שיחה מקומית",,,,,2020-08-16,שלום_בוגוסלבסקי,3522,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/יום-כיפור-ירושלמי/,LocalCall,אורלי נוי,www_mekomit_co_il_d799d795d79d-d79bd799d7a4d795d7a8-d799d7a8d795d7a9d79cd79ed799_.html,2016-10-11,יום כיפור ירושלמי - שיחה מקומית,,,,,2016-10-11,orly_noy,606,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/גם-בהכשרת-מורים-רלוונטיות-וחניכה-אי/,LocalCall,גיל גרטל,www_mekomit_co_il_d792d79d-d791d794d79bd7a9d7a8d7aa-d79ed795d7a8d799d79d-d7a8d79cd795d795d7a0d798d79.html,2025-10-23,גם בהכשרת מורים – רלוונטיות וחניכה אישית הן הכלי המנצח - שיחה מקומית,,,,,2025-10-23,gil_gertel,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/אקדח-לכל-אזרח-ארדן-מחלק-נשק-נגד-כל-ההמל/,LocalCall,רלה מזלי,www_mekomit_co_il_d790d7a7d793d797-d79cd79bd79c-d790d796d7a8d797-d790d7a8d793d79f-d79ed797d79cd7a7-d.html,2018-8-27,"אקדח לכל אזרח: המסע היחצ""ני של השר ארדן ייגמר בדם - שיחה מקומית",,,,,2018-08-27,רלה_מזלי,2415,8,"Peace (2), Massacre (6)",,,,,2.0,0.8282,6.0,2.4845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/השנה-שבה-נעשה-בלתי-אפשרי-ללמד-אזרחות/,LocalCall,יפתח שילוני,www_mekomit_co_il_d794d7a9d7a0d794-d7a9d791d794-d7a0d7a2d7a9d794-d791d79cd7aad799-d790d7a4d7a9d7a8d7.html,2020-7-11,השנה שבה נעשה בלתי אפשרי ללמד אזרחות - שיחה מקומית,,,,,2020-07-11,יפתח_שילוני,1378,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/אז-מה-בעצם-השינוי-שהשמאל-רוצה-לחולל-ואי/,LocalCall,אורלי נוי,www_mekomit_co_il_d790d796-d79ed794-d791d7a2d7a6d79d-d794d7a9d799d7a0d795d799-d7a9d794d7a9d79ed790d7.html,2020-6-28,אז מה בעצם השינוי שהשמאל רוצה לחולל? ואיך בדעתו לעשות זאת? - שיחה מקומית,,,,,2020-06-28,orly_noy,2134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/בשקט-ובתמיכה-רחבה-ישראל-מבססת-שתי-מערכ/,LocalCall,מרכז עדאלה,www_mekomit_co_il_d791d7a9d7a7d798-d795d791d7aad79ed799d79bd794-d7a8d797d791d794-d799d7a9d7a8d790d79.html,2023-2-14,"בשקט ובתמיכה רחבה, ישראל מבססת שתי מערכות חוק לאזרחיה - שיחה מקומית",,,,,2023-02-14,מרכז_עדאלה,3680,6,"Nakba (2), Zionism (2), Occupation (2)",,,2.0,0.5435,,,,,2.0,0.5435,,,,,,,,,2.0,0.5435,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/חינוך-מלחמת-יוום-כיפור/,LocalCall,גיל גרטל,www_mekomit_co_il_d797d799d7a0d795d79a-d79ed79cd797d79ed7aa-d799d795d795d79d-d79bd799d7a4d795d7a8_.html,2023-11-16,ב-1973 משרד החינוך דאג לחוסן חברתי. היום הוא בורח מאחריות - שיחה מקומית,,,,,2023-11-16,gil_gertel,2775,2,Zionism (2),,,2.0,0.7207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mekomit.co.il/האגדה-על-הקייטנה-שעושים-האסירים-הפלסט/,LocalCall,נעם רותם,www_mekomit_co_il_d794d790d792d793d794-d7a2d79c-d794d7a7d799d799d798d7a0d794-d7a9d7a2d795d7a9d799d79.html,2015-10-19,האגדה על הקייטנה שעושים האסירים הפלסטינים בכלא - שיחה מקומית,,,,,2015-10-19,noam_rotem,2300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
